purchase_time,event_name,ticket_tier,tickets_bought,face_value,service_fee,total_charge,buyer_location,is_reseller
2023-10-01 13:04:00,Symphony Orchestra,General Admin,5,150,5.56,620.12,Local,False
2023-10-01 13:05:00,Rock Fest '24,Balcony,4,300,14.38,618.43,International,False
2023-10-01 13:06:00,Tech Expo,General Admin,4,25,35.01,1390.54,Out of State,False
2023-10-01 13:07:00,Symphony Orchestra,Early Bird,4,300,21.37,2390.61,Out of State,False
2023-10-01 13:08:00,Comedy Night,General Admin,2,50,9.35,101.13,Local,True
2023-10-01 13:09:00,Rock Fest '24,General Admin,6,150,26.11,2156.93,Local,False
2023-10-01 13:10:00,Comedy Night,Early Bird,3,150,5.78,1668.82,Out of State,False
2023-10-01 13:11:00,Rock Fest '24,VIP,2,25,37.35,1890.08,Local,False
2023-10-01 13:12:00,Symphony Orchestra,General Admin,7,25,40.72,658.09,International,False
2023-10-01 13:13:00,Tech Expo,Early Bird,2,300,29.05,924.16,Out of State,False
2023-10-01 13:14:00,Rock Fest '24,Early Bird,6,50,44.75,343.32,Local,True
2023-10-01 13:15:00,Rock Fest '24,General Admin,4,25,16.03,367.12,International,False
2023-10-01 13:16:00,Comedy Night,Balcony,2,150,42.7,2394.23,Out of State,False
2023-10-01 13:17:00,Comedy Night,VIP,1,150,34.24,1324.53,International,False
2023-10-01 13:18:00,Rock Fest '24,Early Bird,4,25,25.15,1366.56,International,False
2023-10-01 13:19:00,Symphony Orchestra,Early Bird,7,25,35.28,1871.0,Out of State,False
2023-10-01 13:20:00,Comedy Night,Balcony,2,300,32.31,1523.07,Local,False
2023-10-01 13:21:00,Symphony Orchestra,VIP,1,300,39.03,535.93,Out of State,False
2023-10-01 13:22:00,Comedy Night,VIP,3,150,5.16,1653.27,International,False
2023-10-01 13:23:00,Tech Expo,VIP,2,50,23.4,2210.28,Local,False
2023-10-01 13:24:00,Symphony Orchestra,Early Bird,3,50,6.97,1494.72,International,False
2023-10-01 13:25:00,Comedy Night,Balcony,5,50,19.92,2411.0,Out of State,False
2023-10-01 13:26:00,Tech Expo,VIP,7,300,44.73,2335.01,Out of State,False
2023-10-01 13:27:00,Comedy Night,Early Bird,1,25,34.58,1835.83,Out of State,False
2023-10-01 13:28:00,Rock Fest '24,Early Bird,3,150,5.85,1500.66,Out of State,False
2023-10-01 13:29:00,Tech Expo,General Admin,2,300,7.16,61.64,Out of State,False
2023-10-01 13:30:00,Symphony Orchestra,Early Bird,4,150,35.05,766.1,Local,False
2023-10-01 13:31:00,Comedy Night,Early Bird,6,150,13.74,1697.61,International,False
2023-10-01 13:32:00,Tech Expo,Balcony,7,150,9.79,803.77,Out of State,False
2023-10-01 13:33:00,Symphony Orchestra,VIP,7,300,19.54,2440.11,Out of State,False
2023-10-01 13:34:00,Comedy Night,VIP,2,25,36.21,1210.94,Local,False
2023-10-01 13:35:00,Rock Fest '24,Balcony,7,25,30.84,1795.53,International,False
2023-10-01 13:36:00,Symphony Orchestra,General Admin,1,50,11.79,1589.31,Local,False
2023-10-01 13:37:00,Comedy Night,Balcony,6,50,35.29,124.69,Local,False
2023-10-01 13:38:00,Symphony Orchestra,General Admin,7,300,10.74,872.87,Local,False
2023-10-01 13:39:00,Comedy Night,General Admin,5,25,34.55,330.34,International,False
2023-10-01 13:40:00,Comedy Night,Early Bird,4,25,11.95,704.39,Out of State,False
2023-10-01 13:41:00,Comedy Night,General Admin,2,50,22.6,1620.96,Out of State,False
2023-10-01 13:42:00,Rock Fest '24,VIP,5,300,19.9,2149.77,Local,False
2023-10-01 13:43:00,Rock Fest '24,VIP,1,300,11.33,2037.99,Local,False
2023-10-01 13:44:00,Comedy Night,Early Bird,7,300,23.08,2333.1,Local,False
2023-10-01 13:45:00,Rock Fest '24,Early Bird,2,50,29.18,2243.43,Local,False
2023-10-01 13:46:00,Comedy Night,VIP,7,25,22.56,386.98,Local,False
2023-10-01 13:47:00,Symphony Orchestra,Balcony,6,25,12.67,131.78,International,False
2023-10-01 13:48:00,Comedy Night,Balcony,6,150,37.05,541.8,Out of State,True
2023-10-01 13:49:00,Symphony Orchestra,VIP,1,25,31.97,602.24,Out of State,False
2023-10-01 13:50:00,Comedy Night,Balcony,6,300,28.62,1635.55,International,False
2023-10-01 13:51:00,Rock Fest '24,VIP,2,50,29.7,1272.73,Local,False
2023-10-01 13:52:00,Comedy Night,VIP,4,50,13.17,646.26,International,False
2023-10-01 13:53:00,Symphony Orchestra,VIP,3,150,41.85,962.87,Local,False
2023-10-01 13:54:00,Tech Expo,Early Bird,5,300,37.16,584.81,Out of State,False
2023-10-01 13:55:00,Rock Fest '24,General Admin,6,300,44.41,1528.77,Local,False
2023-10-01 13:56:00,Rock Fest '24,VIP,6,50,38.93,990.95,International,False
2023-10-01 13:57:00,Comedy Night,VIP,6,150,39.05,2102.84,Out of State,False
2023-10-01 13:58:00,Comedy Night,Balcony,7,300,34.43,222.19,Local,False
2023-10-01 13:59:00,Comedy Night,Early Bird,2,150,29.41,1628.51,Local,False
2023-10-01 14:00:00,Symphony Orchestra,General Admin,6,150,33.22,1104.03,International,False
2023-10-01 14:01:00,Tech Expo,Early Bird,4,300,28.6,1560.77,Local,False
2023-10-01 14:02:00,Comedy Night,Early Bird,4,300,29.05,761.02,International,False
2023-10-01 14:03:00,Comedy Night,Balcony,2,50,9.92,891.32,International,False
2023-10-01 14:04:00,Rock Fest '24,Balcony,5,150,30.39,1668.84,Local,False
2023-10-01 14:05:00,Rock Fest '24,VIP,7,150,18.63,1852.22,Local,False
2023-10-01 14:06:00,Symphony Orchestra,Early Bird,3,50,6.29,1527.04,Local,False
2023-10-01 14:07:00,Tech Expo,VIP,3,50,26.37,1230.11,Local,False
2023-10-01 14:08:00,Tech Expo,Balcony,4,150,8.15,1280.62,Out of State,False
2023-10-01 14:09:00,Rock Fest '24,VIP,5,25,41.38,738.48,Local,False
2023-10-01 14:10:00,Tech Expo,Balcony,6,150,12.72,2007.83,International,False
2023-10-01 14:11:00,Rock Fest '24,General Admin,5,300,27.36,2031.03,Local,False
2023-10-01 14:12:00,Comedy Night,Balcony,2,25,36.33,273.74,International,False
2023-10-01 14:13:00,Tech Expo,Balcony,1,25,40.94,2324.17,Local,False
2023-10-01 14:14:00,Comedy Night,Early Bird,4,25,35.93,2126.82,International,False
2023-10-01 14:15:00,Comedy Night,VIP,3,25,11.03,1019.41,International,False
2023-10-01 14:16:00,Comedy Night,Balcony,6,25,19.38,1148.25,Out of State,False
2023-10-01 14:17:00,Tech Expo,Early Bird,2,150,18.29,1205.85,International,False
2023-10-01 14:18:00,Symphony Orchestra,VIP,3,300,23.23,1379.09,Local,False
2023-10-01 14:19:00,Rock Fest '24,Early Bird,2,150,32.39,2355.34,Out of State,False
2023-10-01 14:20:00,Symphony Orchestra,General Admin,3,150,12.03,2348.0,Local,True
2023-10-01 14:21:00,Rock Fest '24,General Admin,7,150,22.04,384.59,Out of State,False
2023-10-01 14:22:00,Rock Fest '24,General Admin,5,150,36.11,1635.96,Local,True
2023-10-01 14:23:00,Symphony Orchestra,VIP,2,50,9.46,1353.91,Local,False
2023-10-01 14:24:00,Rock Fest '24,VIP,4,150,33.62,1017.0,International,False
2023-10-01 14:25:00,Tech Expo,Early Bird,5,25,12.97,360.45,Local,False
2023-10-01 14:26:00,Symphony Orchestra,Early Bird,3,25,5.99,2049.66,Out of State,False
2023-10-01 14:27:00,Rock Fest '24,General Admin,1,50,44.67,2250.4,International,False
2023-10-01 14:28:00,Rock Fest '24,VIP,4,25,18.39,2391.53,Local,False
2023-10-01 14:29:00,Comedy Night,Balcony,5,50,17.94,926.47,Local,False
2023-10-01 14:30:00,Rock Fest '24,Early Bird,2,25,15.97,47.62,Out of State,False
2023-10-01 14:31:00,Symphony Orchestra,Early Bird,4,150,13.25,1749.94,International,False
2023-10-01 14:32:00,Comedy Night,Balcony,5,300,32.28,716.98,Local,False
2023-10-01 14:33:00,Rock Fest '24,General Admin,6,25,27.85,2275.66,International,False
2023-10-01 14:34:00,Symphony Orchestra,VIP,4,25,6.96,1333.56,International,False
2023-10-01 14:35:00,Tech Expo,General Admin,7,50,42.49,1519.15,Local,False
2023-10-01 14:36:00,Rock Fest '24,VIP,1,300,42.65,1651.9,International,False
2023-10-01 14:37:00,Tech Expo,Balcony,5,150,35.83,1353.29,Local,False
2023-10-01 14:38:00,Tech Expo,Balcony,5,50,5.85,933.89,Out of State,False
2023-10-01 14:39:00,Tech Expo,Balcony,1,50,32.7,2009.27,Out of State,False
2023-10-01 14:40:00,Tech Expo,Early Bird,5,300,9.16,2312.26,International,False
2023-10-01 14:41:00,Rock Fest '24,VIP,1,50,15.87,358.0,Local,False
2023-10-01 14:42:00,Symphony Orchestra,Early Bird,1,50,32.32,623.46,Local,False
2023-10-01 14:43:00,Comedy Night,VIP,5,150,6.55,391.53,Out of State,False
2023-10-01 14:44:00,Symphony Orchestra,Early Bird,2,150,40.24,1410.48,International,False
2023-10-01 14:45:00,Comedy Night,General Admin,2,25,39.8,1135.79,International,False
2023-10-01 14:46:00,Rock Fest '24,General Admin,7,150,29.08,1062.28,Local,False
2023-10-01 14:47:00,Symphony Orchestra,VIP,6,300,35.66,356.1,Local,False
2023-10-01 14:48:00,Tech Expo,Early Bird,1,150,25.13,2226.0,Out of State,False
2023-10-01 14:49:00,Rock Fest '24,Early Bird,6,150,25.92,2078.76,International,False
2023-10-01 14:50:00,Symphony Orchestra,Balcony,1,50,13.17,2244.77,Out of State,False
2023-10-01 14:51:00,Tech Expo,General Admin,1,150,19.93,2015.29,International,False
2023-10-01 14:52:00,Symphony Orchestra,VIP,7,300,17.41,881.36,Local,False
2023-10-01 14:53:00,Symphony Orchestra,VIP,7,50,14.97,1315.95,International,False
2023-10-01 14:54:00,Rock Fest '24,VIP,6,50,29.11,1939.47,Local,False
2023-10-01 14:55:00,Rock Fest '24,Early Bird,6,300,16.55,1815.31,Out of State,False
2023-10-01 14:56:00,Comedy Night,Early Bird,4,25,40.88,147.79,International,False
2023-10-01 14:57:00,Comedy Night,VIP,5,25,10.45,1686.89,International,False
2023-10-01 14:58:00,Rock Fest '24,VIP,1,300,38.38,1813.31,International,False
2023-10-01 14:59:00,Tech Expo,Balcony,2,300,22.83,1844.02,Out of State,False
2023-10-01 15:00:00,Tech Expo,VIP,7,300,18.92,2107.74,Local,False
2023-10-01 15:01:00,Symphony Orchestra,General Admin,4,50,32.55,2473.36,International,False
2023-10-01 15:02:00,Comedy Night,Balcony,4,150,24.56,1806.3,Out of State,False
2023-10-01 15:03:00,Rock Fest '24,Early Bird,5,25,33.48,2357.55,Local,False
2023-10-01 15:04:00,Rock Fest '24,General Admin,1,50,10.63,314.25,Local,False
2023-10-01 15:05:00,Tech Expo,General Admin,2,50,34.22,108.49,Out of State,False
2023-10-01 15:06:00,Comedy Night,General Admin,7,150,27.79,2277.87,Local,False
2023-10-01 15:07:00,Rock Fest '24,Early Bird,6,25,27.89,699.98,Local,False
2023-10-01 15:08:00,Tech Expo,Early Bird,5,25,30.16,710.07,Out of State,False
2023-10-01 15:09:00,Comedy Night,Balcony,5,50,43.19,1668.22,Local,False
2023-10-01 15:10:00,Symphony Orchestra,VIP,4,300,25.6,2160.49,Local,False
2023-10-01 15:11:00,Symphony Orchestra,Early Bird,2,25,41.96,547.94,Local,False
2023-10-01 15:12:00,Comedy Night,Balcony,4,25,24.54,1448.03,Out of State,False
2023-10-01 15:13:00,Rock Fest '24,Balcony,4,25,18.72,2006.69,International,False
2023-10-01 15:14:00,Rock Fest '24,Balcony,3,50,35.74,1552.51,International,False
2023-10-01 15:15:00,Tech Expo,VIP,1,300,20.64,1639.59,International,False
2023-10-01 15:16:00,Rock Fest '24,Early Bird,5,300,40.15,812.47,Local,False
2023-10-01 15:17:00,Rock Fest '24,Balcony,2,300,29.28,1820.17,International,False
2023-10-01 15:18:00,Tech Expo,VIP,2,50,26.85,215.19,Out of State,False
2023-10-01 15:19:00,Tech Expo,Balcony,7,150,32.01,1931.5,International,False
2023-10-01 15:20:00,Tech Expo,General Admin,5,150,37.12,1573.59,Local,False
2023-10-01 15:21:00,Tech Expo,VIP,6,25,7.43,288.64,International,False
2023-10-01 15:22:00,Comedy Night,Balcony,3,50,7.61,1503.0,Local,False
2023-10-01 15:23:00,Tech Expo,General Admin,4,50,11.27,2296.45,Out of State,False
2023-10-01 15:24:00,Tech Expo,Early Bird,1,300,23.36,419.56,International,False
2023-10-01 15:25:00,Tech Expo,Balcony,7,300,12.83,1378.86,Out of State,False
2023-10-01 15:26:00,Rock Fest '24,Balcony,5,150,42.23,1767.79,International,False
2023-10-01 15:27:00,Symphony Orchestra,VIP,5,50,11.98,428.47,International,False
2023-10-01 15:28:00,Rock Fest '24,Early Bird,5,50,44.99,60.96,Local,False
2023-10-01 15:29:00,Comedy Night,VIP,6,150,20.68,1287.5,Out of State,True
2023-10-01 15:30:00,Tech Expo,VIP,6,300,36.79,2161.52,Local,False
2023-10-01 15:31:00,Tech Expo,Early Bird,5,25,32.48,44.39,Local,False
2023-10-01 15:32:00,Comedy Night,Early Bird,6,25,17.28,1387.67,Local,False
2023-10-01 15:33:00,Comedy Night,General Admin,2,150,17.02,578.38,Local,False
2023-10-01 15:34:00,Rock Fest '24,VIP,2,300,33.45,1898.41,International,False
2023-10-01 15:35:00,Tech Expo,Early Bird,6,50,21.53,895.67,Out of State,False
2023-10-01 15:36:00,Tech Expo,VIP,6,50,33.04,286.08,Local,False
2023-10-01 15:37:00,Tech Expo,VIP,6,25,15.6,791.0,Local,False
2023-10-01 15:38:00,Symphony Orchestra,Early Bird,7,150,44.03,1208.69,International,False
2023-10-01 15:39:00,Tech Expo,VIP,4,50,16.17,1145.22,International,False
2023-10-01 15:40:00,Symphony Orchestra,Balcony,1,25,45.0,2333.55,Out of State,False
2023-10-01 15:41:00,Symphony Orchestra,Early Bird,2,300,8.73,2359.76,Out of State,False
2023-10-01 15:42:00,Rock Fest '24,General Admin,3,300,40.58,1686.57,Out of State,False
2023-10-01 15:43:00,Tech Expo,Early Bird,7,25,28.24,1872.58,International,False
2023-10-01 15:44:00,Comedy Night,General Admin,2,150,9.93,2494.83,Out of State,False
2023-10-01 15:45:00,Comedy Night,Early Bird,2,300,7.91,1211.01,Out of State,False
2023-10-01 15:46:00,Comedy Night,General Admin,7,25,9.39,412.97,Out of State,False
2023-10-01 15:47:00,Rock Fest '24,Balcony,7,25,16.29,1198.68,Out of State,False
2023-10-01 15:48:00,Comedy Night,Early Bird,3,150,11.47,1148.89,Out of State,False
2023-10-01 15:49:00,Rock Fest '24,VIP,1,25,27.38,2468.94,International,False
2023-10-01 15:50:00,Comedy Night,Balcony,5,50,36.34,1573.93,International,False
2023-10-01 15:51:00,Tech Expo,VIP,5,50,36.83,113.11,Out of State,False
2023-10-01 15:52:00,Rock Fest '24,VIP,1,50,19.85,509.54,International,False
2023-10-01 15:53:00,Symphony Orchestra,Balcony,3,25,34.61,1525.21,Local,False
2023-10-01 15:54:00,Rock Fest '24,Balcony,6,25,38.29,640.13,International,False
2023-10-01 15:55:00,Symphony Orchestra,Balcony,2,25,24.22,1529.17,Out of State,False
2023-10-01 15:56:00,Symphony Orchestra,Balcony,6,50,5.47,1049.89,International,False
2023-10-01 15:57:00,Comedy Night,General Admin,4,50,31.43,2119.16,International,False
2023-10-01 15:58:00,Comedy Night,Early Bird,1,25,18.65,1944.05,Local,True
2023-10-01 15:59:00,Symphony Orchestra,VIP,4,150,11.93,1415.71,International,False
2023-10-01 16:00:00,Rock Fest '24,Balcony,5,300,37.36,999.19,Out of State,False
2023-10-01 16:01:00,Symphony Orchestra,General Admin,3,50,16.02,1287.59,Out of State,False
2023-10-01 16:02:00,Tech Expo,Early Bird,5,150,36.37,1962.25,Local,False
2023-10-01 16:03:00,Tech Expo,General Admin,6,300,25.07,2202.12,Out of State,False
2023-10-01 16:04:00,Comedy Night,Balcony,3,50,29.88,2247.06,International,True
2023-10-01 16:05:00,Rock Fest '24,General Admin,4,300,15.88,1028.24,International,False
2023-10-01 16:06:00,Symphony Orchestra,General Admin,3,25,12.36,1365.07,Local,False
2023-10-01 16:07:00,Tech Expo,Early Bird,3,25,5.38,752.27,International,False
2023-10-01 16:08:00,Rock Fest '24,Early Bird,5,150,12.24,95.32,Local,False
2023-10-01 16:09:00,Rock Fest '24,Balcony,5,150,25.17,639.74,Local,False
2023-10-01 16:10:00,Symphony Orchestra,General Admin,1,300,18.35,93.96,International,True
2023-10-01 16:11:00,Rock Fest '24,VIP,5,300,6.95,76.51,Out of State,False
2023-10-01 16:12:00,Tech Expo,General Admin,6,300,21.25,2188.02,Out of State,False
2023-10-01 16:13:00,Comedy Night,Balcony,3,25,10.59,39.64,Local,False
2023-10-01 16:14:00,Comedy Night,General Admin,3,150,38.68,1323.32,International,False
2023-10-01 16:15:00,Rock Fest '24,Balcony,4,300,5.14,841.24,International,True
2023-10-01 16:16:00,Rock Fest '24,VIP,4,50,25.21,411.01,Local,False
2023-10-01 16:17:00,Tech Expo,General Admin,5,300,13.04,842.37,Local,False
2023-10-01 16:18:00,Rock Fest '24,Early Bird,4,150,27.4,2063.07,Out of State,False
2023-10-01 16:19:00,Symphony Orchestra,Early Bird,2,150,24.9,1130.93,Out of State,False
2023-10-01 16:20:00,Tech Expo,Early Bird,4,50,11.72,87.66,Local,False
2023-10-01 16:21:00,Rock Fest '24,Balcony,2,50,35.24,1919.1,International,False
2023-10-01 16:22:00,Rock Fest '24,General Admin,5,25,34.05,473.18,Out of State,False
2023-10-01 16:23:00,Tech Expo,Balcony,4,50,8.31,1457.22,Local,False
2023-10-01 16:24:00,Rock Fest '24,Early Bird,7,300,33.89,1119.87,Local,False
2023-10-01 16:25:00,Tech Expo,Early Bird,2,50,5.12,40.26,International,False
2023-10-01 16:26:00,Comedy Night,Early Bird,2,300,24.98,1326.24,Out of State,False
2023-10-01 16:27:00,Tech Expo,Balcony,6,25,34.51,1978.26,International,False
2023-10-01 16:28:00,Rock Fest '24,VIP,3,300,29.88,2202.82,Local,False
2023-10-01 16:29:00,Symphony Orchestra,Balcony,1,50,35.16,1359.33,International,False
2023-10-01 16:30:00,Tech Expo,Balcony,1,150,44.42,2145.68,International,False
2023-10-01 16:31:00,Symphony Orchestra,Balcony,7,300,39.91,690.37,Out of State,False
2023-10-01 16:32:00,Rock Fest '24,General Admin,1,300,21.26,1350.7,International,False
2023-10-01 16:33:00,Comedy Night,Early Bird,2,50,28.43,768.76,International,False
2023-10-01 16:34:00,Comedy Night,Balcony,2,25,9.99,1781.9,Local,False
2023-10-01 16:35:00,Comedy Night,VIP,4,50,18.18,504.26,International,False
2023-10-01 16:36:00,Tech Expo,General Admin,5,300,12.1,1287.76,Local,False
2023-10-01 16:37:00,Rock Fest '24,Early Bird,2,300,16.25,1270.31,International,False
2023-10-01 16:38:00,Comedy Night,VIP,1,300,26.31,589.45,Local,False
2023-10-01 16:39:00,Rock Fest '24,VIP,4,150,16.87,321.2,Local,False
2023-10-01 16:40:00,Comedy Night,VIP,2,150,7.55,640.55,Local,False
2023-10-01 16:41:00,Rock Fest '24,Balcony,7,25,8.91,352.65,Out of State,False
2023-10-01 16:42:00,Tech Expo,General Admin,2,300,39.64,1717.02,Out of State,False
2023-10-01 16:43:00,Comedy Night,General Admin,5,300,22.88,476.79,International,False
2023-10-01 16:44:00,Symphony Orchestra,Balcony,1,300,10.41,1052.35,Local,False
2023-10-01 16:45:00,Symphony Orchestra,VIP,2,25,35.52,2248.1,Out of State,False
2023-10-01 16:46:00,Comedy Night,VIP,2,300,30.5,1773.73,International,False
2023-10-01 16:47:00,Symphony Orchestra,Early Bird,6,150,24.12,1844.32,International,False
2023-10-01 16:48:00,Rock Fest '24,General Admin,3,150,41.31,853.31,International,False
2023-10-01 16:49:00,Rock Fest '24,General Admin,6,300,25.16,1894.52,International,False
2023-10-01 16:50:00,Symphony Orchestra,Early Bird,3,150,15.85,1049.71,Local,False
2023-10-01 16:51:00,Comedy Night,VIP,3,300,37.23,2081.89,Local,False
2023-10-01 16:52:00,Symphony Orchestra,Early Bird,5,300,18.49,1087.75,Out of State,False
2023-10-01 16:53:00,Comedy Night,Balcony,7,50,5.58,2475.68,Out of State,False
2023-10-01 16:54:00,Rock Fest '24,VIP,7,150,24.06,1798.19,Out of State,False
2023-10-01 16:55:00,Symphony Orchestra,VIP,4,300,16.18,1149.75,International,False
2023-10-01 16:56:00,Tech Expo,Balcony,5,150,38.29,1038.1,Local,False
2023-10-01 16:57:00,Symphony Orchestra,Balcony,1,25,44.3,2001.33,Local,False
2023-10-01 16:58:00,Comedy Night,VIP,6,150,42.24,740.58,Out of State,False
2023-10-01 16:59:00,Rock Fest '24,VIP,6,25,37.18,681.14,International,False
2023-10-01 17:00:00,Tech Expo,Balcony,2,150,42.08,2045.59,Out of State,False
2023-10-01 17:01:00,Tech Expo,Early Bird,5,50,42.17,1480.34,Local,True
2023-10-01 17:02:00,Rock Fest '24,Balcony,4,50,39.07,2401.89,Local,False
2023-10-01 17:03:00,Comedy Night,Balcony,1,50,7.29,1433.32,International,False
2023-10-01 17:04:00,Symphony Orchestra,Balcony,4,150,17.91,1788.9,Local,False
2023-10-01 17:05:00,Comedy Night,Balcony,3,150,32.48,1291.15,Out of State,True
2023-10-01 17:06:00,Symphony Orchestra,General Admin,5,50,37.54,818.97,Out of State,False
2023-10-01 17:07:00,Tech Expo,General Admin,3,50,35.82,2399.2,International,False
2023-10-01 17:08:00,Symphony Orchestra,Balcony,7,150,35.98,715.73,Local,False
2023-10-01 17:09:00,Comedy Night,Balcony,3,25,23.73,490.99,International,False
2023-10-01 17:10:00,Symphony Orchestra,General Admin,6,50,43.73,606.96,Out of State,False
2023-10-01 17:11:00,Comedy Night,Early Bird,4,300,5.79,1190.29,International,False
2023-10-01 17:12:00,Tech Expo,VIP,3,300,41.82,1781.14,Local,False
2023-10-01 17:13:00,Symphony Orchestra,General Admin,5,25,22.6,1378.04,Out of State,True
2023-10-01 17:14:00,Tech Expo,Balcony,7,300,41.74,652.98,Local,False
2023-10-01 17:15:00,Comedy Night,Balcony,2,150,15.59,1034.47,International,False
2023-10-01 17:16:00,Tech Expo,Balcony,7,150,24.25,421.86,International,False
2023-10-01 17:17:00,Comedy Night,General Admin,1,300,16.53,1659.8,International,False
2023-10-01 17:18:00,Rock Fest '24,VIP,2,300,40.51,1189.06,Out of State,False
2023-10-01 17:19:00,Comedy Night,Early Bird,7,150,21.5,1284.16,Out of State,False
2023-10-01 17:20:00,Comedy Night,General Admin,7,25,40.47,38.08,Local,False
2023-10-01 17:21:00,Tech Expo,General Admin,5,25,20.1,1179.96,Out of State,False
2023-10-01 17:22:00,Comedy Night,VIP,4,300,15.1,2302.11,International,False
2023-10-01 17:23:00,Tech Expo,VIP,4,50,38.59,1744.08,International,False
2023-10-01 17:24:00,Tech Expo,Balcony,2,50,39.72,2215.25,International,False
2023-10-01 17:25:00,Comedy Night,Balcony,1,300,11.45,601.86,International,False
2023-10-01 17:26:00,Comedy Night,General Admin,1,25,30.12,2301.99,Out of State,False
2023-10-01 17:27:00,Tech Expo,Early Bird,1,150,44.53,2426.42,International,False
2023-10-01 17:28:00,Rock Fest '24,Balcony,1,300,43.08,799.68,International,False
2023-10-01 17:29:00,Rock Fest '24,General Admin,7,150,25.54,2481.48,International,False
2023-10-01 17:30:00,Symphony Orchestra,Early Bird,6,25,13.43,972.73,Out of State,False
2023-10-01 17:31:00,Symphony Orchestra,Early Bird,6,50,17.12,878.64,Local,False
2023-10-01 17:32:00,Rock Fest '24,Early Bird,5,300,12.13,795.63,Local,False
2023-10-01 17:33:00,Rock Fest '24,VIP,6,25,7.39,1823.95,International,False
2023-10-01 17:34:00,Comedy Night,General Admin,1,300,42.79,1592.36,International,False
2023-10-01 17:35:00,Tech Expo,Early Bird,6,150,11.32,1708.27,International,False
2023-10-01 17:36:00,Symphony Orchestra,Balcony,7,300,28.16,655.86,Local,False
2023-10-01 17:37:00,Rock Fest '24,Early Bird,1,300,25.39,1712.52,Out of State,False
2023-10-01 17:38:00,Tech Expo,Early Bird,5,25,41.81,2043.95,International,False
2023-10-01 17:39:00,Tech Expo,Early Bird,7,25,6.3,2227.5,Out of State,True
2023-10-01 17:40:00,Tech Expo,General Admin,1,25,30.68,210.77,Local,False
2023-10-01 17:41:00,Rock Fest '24,Balcony,5,150,27.17,1107.59,Local,False
2023-10-01 17:42:00,Symphony Orchestra,Early Bird,4,150,17.87,1965.53,Local,False
2023-10-01 17:43:00,Comedy Night,VIP,5,25,16.66,1627.74,Out of State,False
2023-10-01 17:44:00,Tech Expo,Early Bird,1,150,28.78,997.14,International,True
2023-10-01 17:45:00,Symphony Orchestra,VIP,1,150,44.14,746.98,International,False
2023-10-01 17:46:00,Tech Expo,VIP,3,25,18.97,2269.8,Local,False
2023-10-01 17:47:00,Symphony Orchestra,Early Bird,5,50,18.67,236.34,Out of State,False
2023-10-01 17:48:00,Symphony Orchestra,Balcony,1,150,35.83,2373.74,Local,False
2023-10-01 17:49:00,Tech Expo,General Admin,7,50,13.49,2081.35,Local,False
2023-10-01 17:50:00,Symphony Orchestra,Early Bird,4,150,44.59,1522.21,Out of State,True
2023-10-01 17:51:00,Comedy Night,General Admin,4,50,42.87,564.7,Local,False
2023-10-01 17:52:00,Symphony Orchestra,General Admin,1,150,26.59,1785.47,Local,False
2023-10-01 17:53:00,Rock Fest '24,Balcony,7,300,8.93,424.85,International,False
2023-10-01 17:54:00,Symphony Orchestra,Early Bird,3,300,32.09,1523.83,International,False
2023-10-01 17:55:00,Rock Fest '24,Balcony,1,25,16.12,1037.35,Local,False
2023-10-01 17:56:00,Comedy Night,Balcony,4,300,23.4,1333.47,Out of State,False
2023-10-01 17:57:00,Rock Fest '24,VIP,5,50,24.16,810.68,Local,False
2023-10-01 17:58:00,Comedy Night,Early Bird,5,150,32.11,2203.38,Local,False
2023-10-01 17:59:00,Comedy Night,Early Bird,5,25,36.61,1125.75,Local,False
2023-10-01 18:00:00,Tech Expo,VIP,2,300,14.58,139.49,International,True
2023-10-01 18:01:00,Rock Fest '24,VIP,5,150,22.89,1639.62,Out of State,False
2023-10-01 18:02:00,Symphony Orchestra,VIP,7,150,42.92,975.39,International,False
2023-10-01 18:03:00,Tech Expo,Balcony,7,150,7.48,1446.38,Local,False
2023-10-01 18:04:00,Comedy Night,General Admin,1,150,27.28,1285.28,Local,False
2023-10-01 18:05:00,Comedy Night,VIP,7,50,29.8,2467.91,International,False
2023-10-01 18:06:00,Symphony Orchestra,Balcony,4,25,11.18,1026.97,International,False
2023-10-01 18:07:00,Tech Expo,Balcony,6,50,9.03,1654.12,Local,True
2023-10-01 18:08:00,Symphony Orchestra,General Admin,6,150,22.53,1486.47,Local,False
2023-10-01 18:09:00,Symphony Orchestra,Early Bird,5,50,14.42,877.82,International,False
2023-10-01 18:10:00,Comedy Night,General Admin,6,300,33.82,1570.96,Out of State,False
2023-10-01 18:11:00,Rock Fest '24,VIP,5,50,35.41,712.64,Local,False
2023-10-01 18:12:00,Tech Expo,General Admin,5,300,28.89,229.72,Local,False
2023-10-01 18:13:00,Tech Expo,VIP,7,50,34.69,2360.84,Out of State,True
2023-10-01 18:14:00,Comedy Night,General Admin,4,300,7.78,563.25,International,False
2023-10-01 18:15:00,Comedy Night,General Admin,2,50,34.19,1943.02,Local,False
2023-10-01 18:16:00,Tech Expo,Balcony,7,300,37.09,1595.74,Out of State,False
2023-10-01 18:17:00,Comedy Night,Early Bird,2,50,21.46,443.87,Out of State,False
2023-10-01 18:18:00,Rock Fest '24,Early Bird,1,150,39.84,883.82,International,False
2023-10-01 18:19:00,Tech Expo,Early Bird,5,50,5.63,612.45,Local,False
