date,revenue,product,region
2020-01-11 01:58:00,893.69,Prod A,North
2020-01-11 01:59:00,870.07,Prod B,West
2020-01-11 02:00:00,578.61,Prod A,North
2020-01-11 02:01:00,229.56,Prod C,South
2020-01-11 02:02:00,409.32,Prod B,East
2020-01-11 02:03:00,975.88,Prod A,South
2020-01-11 02:04:00,611.7,Prod C,South
2020-01-11 02:05:00,783.29,Prod C,South
2020-01-11 02:06:00,455.37,Prod B,South
2020-01-11 02:07:00,536.69,Prod A,West
2020-01-11 02:08:00,434.66,Prod A,West
2020-01-11 02:09:00,705.89,Prod A,South
2020-01-11 02:10:00,852.96,Prod A,East
2020-01-11 02:11:00,512.29,Prod B,West
2020-01-11 02:12:00,486.06,Prod C,West
2020-01-11 02:13:00,346.88,Prod C,East
2020-01-11 02:14:00,185.33,Prod C,West
2020-01-11 02:15:00,939.86,Prod A,North
2020-01-11 02:16:00,322.92,Prod A,East
2020-01-11 02:17:00,802.68,Prod A,South
2020-01-11 02:18:00,718.19,Prod A,South
2020-01-11 02:19:00,793.01,Prod C,South
2020-01-11 02:20:00,937.4,Prod C,West
2020-01-11 02:21:00,627.14,Prod B,North
2020-01-11 02:22:00,898.97,Prod B,East
2020-01-11 02:23:00,176.02,Prod A,West
2020-01-11 02:24:00,630.45,Prod B,West
2020-01-11 02:25:00,774.55,Prod C,South
2020-01-11 02:26:00,278.92,Prod C,North
2020-01-11 02:27:00,743.35,Prod C,East
2020-01-11 02:28:00,780.69,Prod C,North
2020-01-11 02:29:00,832.88,Prod A,West
2020-01-11 02:30:00,319.75,Prod A,East
2020-01-11 02:31:00,684.79,Prod B,West
2020-01-11 02:32:00,311.21,Prod A,North
2020-01-11 02:33:00,741.65,Prod B,West
2020-01-11 02:34:00,468.34,Prod C,North
2020-01-11 02:35:00,601.57,Prod B,East
2020-01-11 02:36:00,421.68,Prod A,North
2020-01-11 02:37:00,170.36,Prod A,North
2020-01-11 02:38:00,186.25,Prod C,South
2020-01-11 02:39:00,86.79,Prod A,South
2020-01-11 02:40:00,621.89,Prod C,West
2020-01-11 02:41:00,850.15,Prod A,South
2020-01-11 02:42:00,30.63,Prod C,South
2020-01-11 02:43:00,75.58,Prod B,East
2020-01-11 02:44:00,462.89,Prod B,South
2020-01-11 02:45:00,740.34,Prod C,South
2020-01-11 02:46:00,166.13,Prod B,South
2020-01-11 02:47:00,278.93,Prod A,South
2020-01-11 02:48:00,239.69,Prod C,West
2020-01-11 02:49:00,405.06,Prod B,East
2020-01-11 02:50:00,232.75,Prod B,North
2020-01-11 02:51:00,359.07,Prod A,North
2020-01-11 02:52:00,731.26,Prod B,East
2020-01-11 02:53:00,614.9,Prod B,East
2020-01-11 02:54:00,90.37,Prod C,North
2020-01-11 02:55:00,641.37,Prod A,West
2020-01-11 02:56:00,482.31,Prod B,South
2020-01-11 02:57:00,935.22,Prod C,South
2020-01-11 02:58:00,296.41,Prod B,East
2020-01-11 02:59:00,728.9,Prod C,East
2020-01-11 03:00:00,733.55,Prod A,West
2020-01-11 03:01:00,229.29,Prod A,East
2020-01-11 03:02:00,904.19,Prod A,South
2020-01-11 03:03:00,496.27,Prod B,North
2020-01-11 03:04:00,682.09,Prod B,South
2020-01-11 03:05:00,154.4,Prod C,West
2020-01-11 03:06:00,265.23,Prod A,North
2020-01-11 03:07:00,590.25,Prod A,West
2020-01-11 03:08:00,325.84,Prod C,West
2020-01-11 03:09:00,504.7,Prod C,West
2020-01-11 03:10:00,380.27,Prod B,East
2020-01-11 03:11:00,644.15,Prod A,West
2020-01-11 03:12:00,492.27,Prod B,West
2020-01-11 03:13:00,14.56,Prod C,North
2020-01-11 03:14:00,653.18,Prod A,West
2020-01-11 03:15:00,427.9,Prod C,North
2020-01-11 03:16:00,348.28,Prod C,South
2020-01-11 03:17:00,103.21,Prod A,West
2020-01-11 03:18:00,228.17,Prod B,South
2020-01-11 03:19:00,231.53,Prod C,West
2020-01-11 03:20:00,936.02,Prod C,North
2020-01-11 03:21:00,438.19,Prod C,West
2020-01-11 03:22:00,51.65,Prod B,East
2020-01-11 03:23:00,147.43,Prod B,West
2020-01-11 03:24:00,88.24,Prod B,South
2020-01-11 03:25:00,592.98,Prod A,South
2020-01-11 03:26:00,194.76,Prod B,West
2020-01-11 03:27:00,503.57,Prod C,West
2020-01-11 03:28:00,376.36,Prod C,South
2020-01-11 03:29:00,805.84,Prod A,West
2020-01-11 03:30:00,327.28,Prod B,South
2020-01-11 03:31:00,463.68,Prod A,South
2020-01-11 03:32:00,724.07,Prod C,North
2020-01-11 03:33:00,439.02,Prod B,North
2020-01-11 03:34:00,795.28,Prod A,North
2020-01-11 03:35:00,665.07,Prod B,West
2020-01-11 03:36:00,416.42,Prod B,East
2020-01-11 03:37:00,508.94,Prod C,South
2020-01-11 03:38:00,967.53,Prod C,South
2020-01-11 03:39:00,665.0,Prod C,West
2020-01-11 03:40:00,905.95,Prod A,East
2020-01-11 03:41:00,186.97,Prod A,West
2020-01-11 03:42:00,488.4,Prod A,East
2020-01-11 03:43:00,909.58,Prod B,South
2020-01-11 03:44:00,329.39,Prod B,South
2020-01-11 03:45:00,967.99,Prod C,North
2020-01-11 03:46:00,106.11,Prod B,North
2020-01-11 03:47:00,903.64,Prod B,South
2020-01-11 03:48:00,450.76,Prod C,South
2020-01-11 03:49:00,83.01,Prod A,South
2020-01-11 03:50:00,880.73,Prod C,East
2020-01-11 03:51:00,259.42,Prod B,North
2020-01-11 03:52:00,32.03,Prod C,South
2020-01-11 03:53:00,144.45,Prod B,West
2020-01-11 03:54:00,662.52,Prod C,South
2020-01-11 03:55:00,978.03,Prod B,East
2020-01-11 03:56:00,120.35,Prod B,West
2020-01-11 03:57:00,467.33,Prod C,South
2020-01-11 03:58:00,188.83,Prod B,North
2020-01-11 03:59:00,747.59,Prod B,North
2020-01-11 04:00:00,126.88,Prod B,South
2020-01-11 04:01:00,247.44,Prod C,South
2020-01-11 04:02:00,204.44,Prod A,North
2020-01-11 04:03:00,556.99,Prod A,East
2020-01-11 04:04:00,874.45,Prod C,South
2020-01-11 04:05:00,515.98,Prod C,South
2020-01-11 04:06:00,67.66,Prod A,East
2020-01-11 04:07:00,567.76,Prod C,South
2020-01-11 04:08:00,799.55,Prod B,East
2020-01-11 04:09:00,140.83,Prod C,North
2020-01-11 04:10:00,81.98,Prod A,East
2020-01-11 04:11:00,195.93,Prod B,South
2020-01-11 04:12:00,748.63,Prod A,West
2020-01-11 04:13:00,595.76,Prod A,South
2020-01-11 04:14:00,545.19,Prod B,South
2020-01-11 04:15:00,256.99,Prod A,East
2020-01-11 04:16:00,338.91,Prod A,South
2020-01-11 04:17:00,966.23,Prod A,South
2020-01-11 04:18:00,248.22,Prod A,West
2020-01-11 04:19:00,902.63,Prod C,South
2020-01-11 04:20:00,584.73,Prod A,East
2020-01-11 04:21:00,132.06,Prod C,North
2020-01-11 04:22:00,472.64,Prod A,West
2020-01-11 04:23:00,949.06,Prod A,West
2020-01-11 04:24:00,424.38,Prod C,East
2020-01-11 04:25:00,864.75,Prod B,East
2020-01-11 04:26:00,263.86,Prod B,North
2020-01-11 04:27:00,575.21,Prod B,West
2020-01-11 04:28:00,845.41,Prod A,South
2020-01-11 04:29:00,921.48,Prod B,West
2020-01-11 04:30:00,490.97,Prod A,South
2020-01-11 04:31:00,643.29,Prod A,West
2020-01-11 04:32:00,12.95,Prod B,East
2020-01-11 04:33:00,260.69,Prod C,South
2020-01-11 04:34:00,285.92,Prod C,West
2020-01-11 04:35:00,102.56,Prod C,West
2020-01-11 04:36:00,286.9,Prod C,North
2020-01-11 04:37:00,327.91,Prod B,West
2020-01-11 04:38:00,969.08,Prod B,South
2020-01-11 04:39:00,671.92,Prod B,West
2020-01-11 04:40:00,431.75,Prod B,North
2020-01-11 04:41:00,988.17,Prod C,North
2020-01-11 04:42:00,161.7,Prod A,South
2020-01-11 04:43:00,481.29,Prod B,East
2020-01-11 04:44:00,650.59,Prod B,South
2020-01-11 04:45:00,65.02,Prod C,East
2020-01-11 04:46:00,719.83,Prod C,West
2020-01-11 04:47:00,108.87,Prod B,South
2020-01-11 04:48:00,148.88,Prod A,South
2020-01-11 04:49:00,168.09,Prod B,East
2020-01-11 04:50:00,929.6,Prod C,South
2020-01-11 04:51:00,686.4,Prod C,East
2020-01-11 04:52:00,658.87,Prod C,North
2020-01-11 04:53:00,559.94,Prod C,North
2020-01-11 04:54:00,299.88,Prod C,South
2020-01-11 04:55:00,624.68,Prod C,East
2020-01-11 04:56:00,416.05,Prod B,East
2020-01-11 04:57:00,153.96,Prod A,West
2020-01-11 04:58:00,692.7,Prod A,North
2020-01-11 04:59:00,138.29,Prod C,North
2020-01-11 05:00:00,198.76,Prod B,North
2020-01-11 05:01:00,819.52,Prod B,North
2020-01-11 05:02:00,663.52,Prod C,North
2020-01-11 05:03:00,634.68,Prod C,West
2020-01-11 05:04:00,424.02,Prod C,East
2020-01-11 05:05:00,402.32,Prod B,North
2020-01-11 05:06:00,693.36,Prod B,West
2020-01-11 05:07:00,742.61,Prod A,North
2020-01-11 05:08:00,515.11,Prod A,West
2020-01-11 05:09:00,969.58,Prod A,North
2020-01-11 05:10:00,956.14,Prod A,South
2020-01-11 05:11:00,418.31,Prod A,East
2020-01-11 05:12:00,822.42,Prod C,East
2020-01-11 05:13:00,547.84,Prod B,East
2020-01-11 05:14:00,516.64,Prod A,South
2020-01-11 05:15:00,64.41,Prod C,North
2020-01-11 05:16:00,578.23,Prod B,North
2020-01-11 05:17:00,901.57,Prod A,West
2020-01-11 05:18:00,782.33,Prod C,West
2020-01-11 05:19:00,788.45,Prod A,East
2020-01-11 05:20:00,168.33,Prod A,North
2020-01-11 05:21:00,364.86,Prod B,North
2020-01-11 05:22:00,240.87,Prod C,South
2020-01-11 05:23:00,322.76,Prod B,West
2020-01-11 05:24:00,583.74,Prod A,East
2020-01-11 05:25:00,371.14,Prod A,East
2020-01-11 05:26:00,565.09,Prod A,West
2020-01-11 05:27:00,444.12,Prod B,West
2020-01-11 05:28:00,293.75,Prod A,North
2020-01-11 05:29:00,104.45,Prod C,North
2020-01-11 05:30:00,892.92,Prod A,North
2020-01-11 05:31:00,21.26,Prod B,East
2020-01-11 05:32:00,11.64,Prod A,South
2020-01-11 05:33:00,828.53,Prod C,West
2020-01-11 05:34:00,996.84,Prod C,North
2020-01-11 05:35:00,729.83,Prod B,West
2020-01-11 05:36:00,25.12,Prod A,North
2020-01-11 05:37:00,234.42,Prod B,North
2020-01-11 05:38:00,972.1,Prod C,West
2020-01-11 05:39:00,810.52,Prod B,East
2020-01-11 05:40:00,571.13,Prod A,South
2020-01-11 05:41:00,244.49,Prod A,West
2020-01-11 05:42:00,24.23,Prod C,West
2020-01-11 05:43:00,30.65,Prod C,North
2020-01-11 05:44:00,615.86,Prod C,North
2020-01-11 05:45:00,31.61,Prod C,North
2020-01-11 05:46:00,993.69,Prod C,East
2020-01-11 05:47:00,191.55,Prod A,South
2020-01-11 05:48:00,713.6,Prod A,North
2020-01-11 05:49:00,163.51,Prod A,North
2020-01-11 05:50:00,544.69,Prod B,East
2020-01-11 05:51:00,89.81,Prod B,North
2020-01-11 05:52:00,769.11,Prod C,West
2020-01-11 05:53:00,589.07,Prod A,East
2020-01-11 05:54:00,95.31,Prod C,South
2020-01-11 05:55:00,850.1,Prod A,East
2020-01-11 05:56:00,551.55,Prod A,South
2020-01-11 05:57:00,922.38,Prod A,North
2020-01-11 05:58:00,917.46,Prod A,South
2020-01-11 05:59:00,921.3,Prod A,North
2020-01-11 06:00:00,87.01,Prod A,East
2020-01-11 06:01:00,129.75,Prod A,West
2020-01-11 06:02:00,987.83,Prod B,South
2020-01-11 06:03:00,492.72,Prod B,West
2020-01-11 06:04:00,245.83,Prod C,West
2020-01-11 06:05:00,771.97,Prod A,West
2020-01-11 06:06:00,271.64,Prod C,North
2020-01-11 06:07:00,729.94,Prod B,East
2020-01-11 06:08:00,838.91,Prod A,East
2020-01-11 06:09:00,786.42,Prod B,West
2020-01-11 06:10:00,281.31,Prod B,North
2020-01-11 06:11:00,407.6,Prod C,East
2020-01-11 06:12:00,419.12,Prod A,West
2020-01-11 06:13:00,496.36,Prod C,North
2020-01-11 06:14:00,175.7,Prod A,East
2020-01-11 06:15:00,457.95,Prod A,East
2020-01-11 06:16:00,515.68,Prod A,South
2020-01-11 06:17:00,536.39,Prod B,East
2020-01-11 06:18:00,821.7,Prod B,South
2020-01-11 06:19:00,522.16,Prod C,West
2020-01-11 06:20:00,238.48,Prod C,North
2020-01-11 06:21:00,666.5,Prod C,West
2020-01-11 06:22:00,799.34,Prod B,North
2020-01-11 06:23:00,326.18,Prod B,West
2020-01-11 06:24:00,648.85,Prod A,North
2020-01-11 06:25:00,155.47,Prod A,West
2020-01-11 06:26:00,348.51,Prod C,West
2020-01-11 06:27:00,910.13,Prod A,North
2020-01-11 06:28:00,912.2,Prod A,East
2020-01-11 06:29:00,579.57,Prod B,North
2020-01-11 06:30:00,705.33,Prod B,East
2020-01-11 06:31:00,855.48,Prod B,East
2020-01-11 06:32:00,958.97,Prod C,North
2020-01-11 06:33:00,494.99,Prod B,North
2020-01-11 06:34:00,565.96,Prod C,North
2020-01-11 06:35:00,421.49,Prod A,East
2020-01-11 06:36:00,81.26,Prod A,West
2020-01-11 06:37:00,428.58,Prod A,East
2020-01-11 06:38:00,792.72,Prod A,North
2020-01-11 06:39:00,806.84,Prod B,South
2020-01-11 06:40:00,893.45,Prod A,West
2020-01-11 06:41:00,60.95,Prod B,South
2020-01-11 06:42:00,531.88,Prod A,North
2020-01-11 06:43:00,116.35,Prod A,West
2020-01-11 06:44:00,208.73,Prod B,North
2020-01-11 06:45:00,901.21,Prod C,West
2020-01-11 06:46:00,501.82,Prod B,East
2020-01-11 06:47:00,760.96,Prod C,South
2020-01-11 06:48:00,73.74,Prod B,East
2020-01-11 06:49:00,422.66,Prod C,West
2020-01-11 06:50:00,677.5,Prod C,North
2020-01-11 06:51:00,142.07,Prod B,East
2020-01-11 06:52:00,332.56,Prod C,North
2020-01-11 06:53:00,73.9,Prod B,North
2020-01-11 06:54:00,654.83,Prod C,North
2020-01-11 06:55:00,971.18,Prod A,West
2020-01-11 06:56:00,828.78,Prod A,North
2020-01-11 06:57:00,974.88,Prod A,East
2020-01-11 06:58:00,847.15,Prod B,East
2020-01-11 06:59:00,856.64,Prod C,East
2020-01-11 07:00:00,581.41,Prod A,East
2020-01-11 07:01:00,523.07,Prod B,South
2020-01-11 07:02:00,412.19,Prod B,South
2020-01-11 07:03:00,819.91,Prod C,West
2020-01-11 07:04:00,190.25,Prod B,East
2020-01-11 07:05:00,65.66,Prod B,East
2020-01-11 07:06:00,948.41,Prod C,North
2020-01-11 07:07:00,13.74,Prod A,South
2020-01-11 07:08:00,977.06,Prod C,South
2020-01-11 07:09:00,731.56,Prod A,East
2020-01-11 07:10:00,335.21,Prod A,East
2020-01-11 07:11:00,700.84,Prod A,East
2020-01-11 07:12:00,819.7,Prod A,West
2020-01-11 07:13:00,252.91,Prod B,North
2020-01-11 07:14:00,773.19,Prod A,North
2020-01-11 07:15:00,806.33,Prod B,South
2020-01-11 07:16:00,256.86,Prod C,South
2020-01-11 07:17:00,51.51,Prod A,North
2020-01-11 07:18:00,212.08,Prod A,North
2020-01-11 07:19:00,208.64,Prod A,East
2020-01-11 07:20:00,74.59,Prod A,North
2020-01-11 07:21:00,728.75,Prod A,North
2020-01-11 07:22:00,386.18,Prod C,East
2020-01-11 07:23:00,885.54,Prod A,North
2020-01-11 07:24:00,259.65,Prod C,East
2020-01-11 07:25:00,458.7,Prod C,West
2020-01-11 07:26:00,642.63,Prod C,North
2020-01-11 07:27:00,878.69,Prod B,East
2020-01-11 07:28:00,529.37,Prod B,South
2020-01-11 07:29:00,379.79,Prod A,East
2020-01-11 07:30:00,868.34,Prod C,East
2020-01-11 07:31:00,317.14,Prod C,East
2020-01-11 07:32:00,88.63,Prod A,East
2020-01-11 07:33:00,450.59,Prod A,South
2020-01-11 07:34:00,787.24,Prod C,North
2020-01-11 07:35:00,40.47,Prod B,West
2020-01-11 07:36:00,590.02,Prod C,West
2020-01-11 07:37:00,598.52,Prod A,West
2020-01-11 07:38:00,929.26,Prod C,North
2020-01-11 07:39:00,293.6,Prod A,East
2020-01-11 07:40:00,286.05,Prod B,East
2020-01-11 07:41:00,446.08,Prod C,North
2020-01-11 07:42:00,363.35,Prod A,South
2020-01-11 07:43:00,738.98,Prod C,East
2020-01-11 07:44:00,645.33,Prod B,East
2020-01-11 07:45:00,761.33,Prod C,South
2020-01-11 07:46:00,821.84,Prod A,East
2020-01-11 07:47:00,923.75,Prod A,South
2020-01-11 07:48:00,436.63,Prod C,South
2020-01-11 07:49:00,984.85,Prod C,North
2020-01-11 07:50:00,223.5,Prod A,South
2020-01-11 07:51:00,717.22,Prod A,South
2020-01-11 07:52:00,538.67,Prod C,South
2020-01-11 07:53:00,818.73,Prod B,West
2020-01-11 07:54:00,482.0,Prod A,East
2020-01-11 07:55:00,786.1,Prod B,North
2020-01-11 07:56:00,930.87,Prod B,East
2020-01-11 07:57:00,734.97,Prod B,East
2020-01-11 07:58:00,778.33,Prod A,North
2020-01-11 07:59:00,76.5,Prod B,North
2020-01-11 08:00:00,212.91,Prod C,West
2020-01-11 08:01:00,974.56,Prod C,South
2020-01-11 08:02:00,696.26,Prod C,North
2020-01-11 08:03:00,565.83,Prod A,East
2020-01-11 08:04:00,373.31,Prod B,West
2020-01-11 08:05:00,53.95,Prod C,South
2020-01-11 08:06:00,375.44,Prod B,South
2020-01-11 08:07:00,503.92,Prod A,North
2020-01-11 08:08:00,219.34,Prod C,East
2020-01-11 08:09:00,181.41,Prod A,South
2020-01-11 08:10:00,513.33,Prod B,North
2020-01-11 08:11:00,590.05,Prod B,South
2020-01-11 08:12:00,247.52,Prod A,North
2020-01-11 08:13:00,591.52,Prod B,East
2020-01-11 08:14:00,901.34,Prod B,North
2020-01-11 08:15:00,478.44,Prod B,North
2020-01-11 08:16:00,858.82,Prod B,East
2020-01-11 08:17:00,928.0,Prod A,East
2020-01-11 08:18:00,101.47,Prod A,North
2020-01-11 08:19:00,104.85,Prod B,North
2020-01-11 08:20:00,481.28,Prod B,East
2020-01-11 08:21:00,592.22,Prod A,West
2020-01-11 08:22:00,431.62,Prod C,South
2020-01-11 08:23:00,333.19,Prod C,West
2020-01-11 08:24:00,644.58,Prod B,South
2020-01-11 08:25:00,12.06,Prod B,West
2020-01-11 08:26:00,968.39,Prod C,North
2020-01-11 08:27:00,239.76,Prod C,East
2020-01-11 08:28:00,917.93,Prod A,South
2020-01-11 08:29:00,117.92,Prod B,West
2020-01-11 08:30:00,245.71,Prod A,East
2020-01-11 08:31:00,242.52,Prod B,South
2020-01-11 08:32:00,996.19,Prod B,North
2020-01-11 08:33:00,14.55,Prod A,West
2020-01-11 08:34:00,643.24,Prod B,South
2020-01-11 08:35:00,870.99,Prod C,East
2020-01-11 08:36:00,675.55,Prod C,West
2020-01-11 08:37:00,369.11,Prod A,West
2020-01-11 08:38:00,958.73,Prod C,South
2020-01-11 08:39:00,894.59,Prod B,East
2020-01-11 08:40:00,439.62,Prod A,West
2020-01-11 08:41:00,577.6,Prod C,North
2020-01-11 08:42:00,967.84,Prod A,North
2020-01-11 08:43:00,982.73,Prod A,North
2020-01-11 08:44:00,455.33,Prod B,West
2020-01-11 08:45:00,848.88,Prod B,East
2020-01-11 08:46:00,308.96,Prod A,East
2020-01-11 08:47:00,378.09,Prod C,South
2020-01-11 08:48:00,173.17,Prod C,East
2020-01-11 08:49:00,217.09,Prod A,South
2020-01-11 08:50:00,660.3,Prod A,South
2020-01-11 08:51:00,515.67,Prod C,South
2020-01-11 08:52:00,238.82,Prod B,West
2020-01-11 08:53:00,408.88,Prod A,North
2020-01-11 08:54:00,379.45,Prod B,West
2020-01-11 08:55:00,987.49,Prod B,North
2020-01-11 08:56:00,855.03,Prod B,West
2020-01-11 08:57:00,394.09,Prod A,South
2020-01-11 08:58:00,914.78,Prod C,East
2020-01-11 08:59:00,349.21,Prod B,East
2020-01-11 09:00:00,671.22,Prod B,East
2020-01-11 09:01:00,966.98,Prod C,South
2020-01-11 09:02:00,396.38,Prod C,South
2020-01-11 09:03:00,683.09,Prod B,South
2020-01-11 09:04:00,302.96,Prod B,East
2020-01-11 09:05:00,273.65,Prod A,North
2020-01-11 09:06:00,578.42,Prod A,West
2020-01-11 09:07:00,979.47,Prod C,East
2020-01-11 09:08:00,458.6,Prod B,South
2020-01-11 09:09:00,938.26,Prod C,North
2020-01-11 09:10:00,915.22,Prod C,West
2020-01-11 09:11:00,261.22,Prod A,East
2020-01-11 09:12:00,407.8,Prod C,East
2020-01-11 09:13:00,646.87,Prod A,East
2020-01-11 09:14:00,522.87,Prod A,West
2020-01-11 09:15:00,105.0,Prod C,West
2020-01-11 09:16:00,993.76,Prod A,South
2020-01-11 09:17:00,755.13,Prod B,West
2020-01-11 09:18:00,443.32,Prod B,West
2020-01-11 09:19:00,621.99,Prod A,South
2020-01-11 09:20:00,96.7,Prod B,West
2020-01-11 09:21:00,500.35,Prod C,West
2020-01-11 09:22:00,931.52,Prod A,West
2020-01-11 09:23:00,897.63,Prod B,West
2020-01-11 09:24:00,344.01,Prod A,South
2020-01-11 09:25:00,536.05,Prod C,North
2020-01-11 09:26:00,700.41,Prod A,East
2020-01-11 09:27:00,346.61,Prod B,East
2020-01-11 09:28:00,74.23,Prod C,East
2020-01-11 09:29:00,510.39,Prod C,West
2020-01-11 09:30:00,605.62,Prod C,South
2020-01-11 09:31:00,15.78,Prod C,East
2020-01-11 09:32:00,104.62,Prod C,North
2020-01-11 09:33:00,215.22,Prod C,West
2020-01-11 09:34:00,354.57,Prod C,North
2020-01-11 09:35:00,545.64,Prod B,North
2020-01-11 09:36:00,300.9,Prod A,East
2020-01-11 09:37:00,283.42,Prod A,North
2020-01-11 09:38:00,870.66,Prod A,East
2020-01-11 09:39:00,153.6,Prod C,West
2020-01-11 09:40:00,500.51,Prod A,North
2020-01-11 09:41:00,953.3,Prod A,West
2020-01-11 09:42:00,628.76,Prod A,East
2020-01-11 09:43:00,720.03,Prod C,North
2020-01-11 09:44:00,436.92,Prod C,North
2020-01-11 09:45:00,29.73,Prod A,North
2020-01-11 09:46:00,649.67,Prod B,East
2020-01-11 09:47:00,635.61,Prod B,North
2020-01-11 09:48:00,119.32,Prod A,West
2020-01-11 09:49:00,467.54,Prod A,South
2020-01-11 09:50:00,916.18,Prod B,North
2020-01-11 09:51:00,213.03,Prod A,West
2020-01-11 09:52:00,466.49,Prod A,West
2020-01-11 09:53:00,466.49,Prod C,North
2020-01-11 09:54:00,812.65,Prod C,North
2020-01-11 09:55:00,826.33,Prod B,North
2020-01-11 09:56:00,761.68,Prod A,North
2020-01-11 09:57:00,371.8,Prod C,North
2020-01-11 09:58:00,81.32,Prod A,East
2020-01-11 09:59:00,355.99,Prod C,East
2020-01-11 10:00:00,682.99,Prod B,South
2020-01-11 10:01:00,705.72,Prod A,West
2020-01-11 10:02:00,965.35,Prod B,West
2020-01-11 10:03:00,459.1,Prod C,West
2020-01-11 10:04:00,636.11,Prod C,South
2020-01-11 10:05:00,543.8,Prod C,East
2020-01-11 10:06:00,159.11,Prod C,South
2020-01-11 10:07:00,466.59,Prod A,North
2020-01-11 10:08:00,549.39,Prod C,East
2020-01-11 10:09:00,951.24,Prod A,North
2020-01-11 10:10:00,372.87,Prod B,South
2020-01-11 10:11:00,980.3,Prod C,West
2020-01-11 10:12:00,546.88,Prod A,North
2020-01-11 10:13:00,250.04,Prod A,South
2020-01-11 10:14:00,199.75,Prod A,East
2020-01-11 10:15:00,150.28,Prod C,North
2020-01-11 10:16:00,458.4,Prod A,East
2020-01-11 10:17:00,31.71,Prod B,South
2020-01-11 10:18:00,450.59,Prod B,North
2020-01-11 10:19:00,988.52,Prod B,South
2020-01-11 10:20:00,673.41,Prod B,North
2020-01-11 10:21:00,762.19,Prod B,North
2020-01-11 10:22:00,127.82,Prod A,South
2020-01-11 10:23:00,478.37,Prod C,East
2020-01-11 10:24:00,293.36,Prod B,West
2020-01-11 10:25:00,895.16,Prod C,North
2020-01-11 10:26:00,189.48,Prod C,East
2020-01-11 10:27:00,464.15,Prod A,East
2020-01-11 10:28:00,592.17,Prod C,East
2020-01-11 10:29:00,518.9,Prod B,East
2020-01-11 10:30:00,831.94,Prod C,North
2020-01-11 10:31:00,239.14,Prod A,West
2020-01-11 10:32:00,383.62,Prod C,West
2020-01-11 10:33:00,794.16,Prod C,East
2020-01-11 10:34:00,532.79,Prod C,North
2020-01-11 10:35:00,408.1,Prod B,West
2020-01-11 10:36:00,39.15,Prod B,East
2020-01-11 10:37:00,755.85,Prod C,East
2020-01-11 10:38:00,972.46,Prod C,South
2020-01-11 10:39:00,624.08,Prod A,South
2020-01-11 10:40:00,857.98,Prod C,South
2020-01-11 10:41:00,521.71,Prod A,North
2020-01-11 10:42:00,239.36,Prod A,East
2020-01-11 10:43:00,24.3,Prod C,West
2020-01-11 10:44:00,656.86,Prod B,West
2020-01-11 10:45:00,498.18,Prod A,South
2020-01-11 10:46:00,784.28,Prod B,East
2020-01-11 10:47:00,697.74,Prod B,North
2020-01-11 10:48:00,988.07,Prod B,North
2020-01-11 10:49:00,515.21,Prod A,North
2020-01-11 10:50:00,432.9,Prod A,West
2020-01-11 10:51:00,293.87,Prod C,South
2020-01-11 10:52:00,482.09,Prod A,North
2020-01-11 10:53:00,874.14,Prod C,South
2020-01-11 10:54:00,52.02,Prod A,West
2020-01-11 10:55:00,978.12,Prod B,East
2020-01-11 10:56:00,993.37,Prod A,North
2020-01-11 10:57:00,601.84,Prod B,South
2020-01-11 10:58:00,338.23,Prod A,West
2020-01-11 10:59:00,230.82,Prod B,West
2020-01-11 11:00:00,283.73,Prod C,South
2020-01-11 11:01:00,59.6,Prod B,South
2020-01-11 11:02:00,480.36,Prod B,South
2020-01-11 11:03:00,66.75,Prod A,West
2020-01-11 11:04:00,721.29,Prod C,East
2020-01-11 11:05:00,378.21,Prod A,North
2020-01-11 11:06:00,207.37,Prod B,South
2020-01-11 11:07:00,549.41,Prod B,West
2020-01-11 11:08:00,974.02,Prod B,North
2020-01-11 11:09:00,698.18,Prod B,West
2020-01-11 11:10:00,496.83,Prod A,West
2020-01-11 11:11:00,779.15,Prod A,South
2020-01-11 11:12:00,740.1,Prod A,South
2020-01-11 11:13:00,892.82,Prod C,South
2020-01-11 11:14:00,212.62,Prod B,South
2020-01-11 11:15:00,860.29,Prod C,South
2020-01-11 11:16:00,308.02,Prod B,North
2020-01-11 11:17:00,941.59,Prod A,East
2020-01-11 11:18:00,288.25,Prod B,North
2020-01-11 11:19:00,927.58,Prod B,North
2020-01-11 11:20:00,964.15,Prod C,West
2020-01-11 11:21:00,154.04,Prod A,North
2020-01-11 11:22:00,974.75,Prod B,South
2020-01-11 11:23:00,94.87,Prod A,North
2020-01-11 11:24:00,226.38,Prod C,East
2020-01-11 11:25:00,449.73,Prod B,South
2020-01-11 11:26:00,993.66,Prod B,West
2020-01-11 11:27:00,493.68,Prod B,North
2020-01-11 11:28:00,554.91,Prod B,West
2020-01-11 11:29:00,697.48,Prod A,East
2020-01-11 11:30:00,968.61,Prod C,West
2020-01-11 11:31:00,785.52,Prod C,East
2020-01-11 11:32:00,231.91,Prod B,North
2020-01-11 11:33:00,309.96,Prod C,North
2020-01-11 11:34:00,106.65,Prod C,South
2020-01-11 11:35:00,648.01,Prod A,North
2020-01-11 11:36:00,188.93,Prod A,South
2020-01-11 11:37:00,264.83,Prod A,South
2020-01-11 11:38:00,889.23,Prod A,North
2020-01-11 11:39:00,333.49,Prod B,East
