timestamp,sku_name,customer_type,qty_sold,unit_price,total_receipt,payment_type
2023-08-15 07:00:00,Gel Pen (Black),Office Corp,2,1.0,680.7,Cash
2023-08-15 08:00:00,Binders (10pk),School Bulk,5,15.97,645.79,Card
2023-08-15 09:00:00,Binders (10pk),School Bulk,1,13.48,1119.63,Card
2023-08-15 10:00:00,Geometry Box,Walk-in,1,16.46,340.09,School PO
2023-08-15 11:00:00,Geometry Box,School Bulk,5,19.3,325.25,Cash
2023-08-15 12:00:00,Stapler,Walk-in,2,9.94,350.16,Cash
2023-08-15 13:00:00,A4 Paper Ream,Walk-in,1,15.24,218.5,Card
2023-08-15 14:00:00,Eraser,Walk-in,1,20.8,902.64,Card
2023-08-15 15:00:00,A4 Paper Ream,Walk-in,1,8.59,381.27,Card
2023-08-15 16:00:00,Geometry Box,School Bulk,2,14.02,0.19,Card
2023-08-15 17:00:00,Eraser,Walk-in,1,13.22,826.72,Cash
2023-08-15 18:00:00,Geometry Box,Teacher,2,11.93,451.09,School PO
2023-08-15 19:00:00,Gel Pen (Black),Walk-in,2,14.79,1413.78,School PO
2023-08-15 20:00:00,Eraser,Walk-in,5,10.95,1427.28,Card
2023-08-15 21:00:00,A4 Paper Ream,Office Corp,50,5.92,1390.38,School PO
2023-08-15 22:00:00,A4 Paper Ream,Walk-in,1,15.05,910.52,School PO
2023-08-15 23:00:00,A4 Paper Ream,Walk-in,500,17.15,242.34,Card
2023-08-16 00:00:00,Stapler,Walk-in,1,10.75,1245.87,Card
2023-08-16 01:00:00,Stapler,Walk-in,1,7.33,1027.4,School PO
2023-08-16 02:00:00,Gel Pen (Black),School Bulk,2,11.86,559.77,Card
2023-08-16 03:00:00,Geometry Box,Walk-in,500,16.59,1474.07,Card
2023-08-16 04:00:00,Geometry Box,School Bulk,1,19.14,905.37,School PO
2023-08-16 05:00:00,Binders (10pk),Walk-in,1,2.25,729.24,School PO
2023-08-16 06:00:00,Gel Pen (Black),Walk-in,2,24.29,1337.76,Cash
2023-08-16 07:00:00,Stapler,Walk-in,5,11.22,555.46,School PO
2023-08-16 08:00:00,Geometry Box,Walk-in,1,7.78,711.02,Cash
2023-08-16 09:00:00,Stapler,School Bulk,1,18.13,44.6,Card
2023-08-16 10:00:00,Gel Pen (Black),Walk-in,100,2.17,292.69,Card
2023-08-16 11:00:00,Stapler,Walk-in,1,9.96,926.08,Card
2023-08-16 12:00:00,Gel Pen (Black),School Bulk,2,22.45,56.72,Card
2023-08-16 13:00:00,Geometry Box,Walk-in,1,7.07,831.45,Cash
2023-08-16 14:00:00,Stapler,Walk-in,1,4.9,758.66,Card
2023-08-16 15:00:00,Geometry Box,Walk-in,1,22.59,228.28,Card
2023-08-16 16:00:00,A4 Paper Ream,Walk-in,5,14.79,1473.46,Card
2023-08-16 17:00:00,Eraser,Teacher,1,11.52,595.69,Cash
2023-08-16 18:00:00,Stapler,School Bulk,1,1.36,910.41,Cash
2023-08-16 19:00:00,Stapler,School Bulk,2,22.72,511.47,Cash
2023-08-16 20:00:00,Geometry Box,School Bulk,1,19.59,482.2,School PO
2023-08-16 21:00:00,Stapler,School Bulk,1,14.37,711.43,Cash
2023-08-16 22:00:00,Eraser,School Bulk,50,12.65,737.82,Card
2023-08-16 23:00:00,Geometry Box,Office Corp,1,10.17,1039.92,Card
2023-08-17 00:00:00,A4 Paper Ream,Walk-in,1,10.41,228.14,Cash
2023-08-17 01:00:00,A4 Paper Ream,Walk-in,50,14.07,1357.75,Card
2023-08-17 02:00:00,Gel Pen (Black),Walk-in,5,3.48,583.97,Cash
2023-08-17 03:00:00,Gel Pen (Black),Walk-in,1,6.09,456.08,Cash
2023-08-17 04:00:00,Geometry Box,Office Corp,50,0.18,778.62,Cash
2023-08-17 05:00:00,Stapler,Walk-in,1,9.42,71.4,School PO
2023-08-17 06:00:00,Eraser,School Bulk,1,22.82,1191.29,Cash
2023-08-17 07:00:00,Geometry Box,Walk-in,50,16.0,1312.0,Cash
2023-08-17 08:00:00,Binders (10pk),School Bulk,1,22.14,1117.81,School PO
2023-08-17 09:00:00,Gel Pen (Black),Office Corp,1,19.46,828.67,Card
2023-08-17 10:00:00,Gel Pen (Black),School Bulk,2,2.22,1397.63,School PO
2023-08-17 11:00:00,A4 Paper Ream,Walk-in,1,3.16,1388.0,Cash
2023-08-17 12:00:00,Binders (10pk),Walk-in,2,16.76,980.23,Cash
2023-08-17 13:00:00,Eraser,Walk-in,1,10.32,1330.34,Cash
2023-08-17 14:00:00,Gel Pen (Black),Walk-in,1,12.44,246.43,Cash
2023-08-17 15:00:00,Binders (10pk),School Bulk,1,0.74,477.9,School PO
2023-08-17 16:00:00,Binders (10pk),Walk-in,1,12.52,477.94,Cash
2023-08-17 17:00:00,Binders (10pk),School Bulk,2,20.75,659.81,School PO
2023-08-17 18:00:00,Eraser,Office Corp,1,5.75,853.29,School PO
2023-08-17 19:00:00,Eraser,Walk-in,500,19.6,921.46,Card
2023-08-17 20:00:00,A4 Paper Ream,Walk-in,1,5.38,897.61,Card
2023-08-17 21:00:00,Binders (10pk),Office Corp,50,15.69,469.77,Card
2023-08-17 22:00:00,Gel Pen (Black),Walk-in,1,14.91,938.29,Card
2023-08-17 23:00:00,Eraser,Office Corp,50,7.86,1480.41,School PO
2023-08-18 00:00:00,A4 Paper Ream,School Bulk,5,24.78,1219.63,Cash
2023-08-18 01:00:00,A4 Paper Ream,Walk-in,1,5.91,1485.4,Card
2023-08-18 02:00:00,Gel Pen (Black),School Bulk,1,10.71,345.74,School PO
2023-08-18 03:00:00,A4 Paper Ream,Walk-in,1,4.02,102.62,Cash
2023-08-18 04:00:00,Stapler,School Bulk,1,24.24,261.28,Card
2023-08-18 05:00:00,Binders (10pk),School Bulk,100,23.62,660.52,Card
2023-08-18 06:00:00,Geometry Box,Walk-in,1,15.68,1405.22,School PO
2023-08-18 07:00:00,Stapler,Walk-in,100,3.51,461.93,Cash
2023-08-18 08:00:00,A4 Paper Ream,Walk-in,2,8.23,484.94,Cash
2023-08-18 09:00:00,Stapler,Walk-in,50,20.38,41.08,Cash
2023-08-18 10:00:00,Eraser,Walk-in,1,2.67,669.5,Card
2023-08-18 11:00:00,Gel Pen (Black),Walk-in,1,7.96,1033.36,Cash
2023-08-18 12:00:00,Gel Pen (Black),Walk-in,100,5.19,1295.52,Cash
2023-08-18 13:00:00,Eraser,Teacher,1,1.5,1255.85,School PO
2023-08-18 14:00:00,A4 Paper Ream,Walk-in,100,13.32,615.5,Card
2023-08-18 15:00:00,Gel Pen (Black),Walk-in,1,2.56,478.93,Card
2023-08-18 16:00:00,Binders (10pk),School Bulk,1,22.14,1057.1,Cash
2023-08-18 17:00:00,Eraser,School Bulk,1,21.11,976.3,School PO
2023-08-18 18:00:00,Binders (10pk),Walk-in,1,4.32,385.92,School PO
2023-08-18 19:00:00,Geometry Box,Teacher,1,14.75,814.4,Card
2023-08-18 20:00:00,Binders (10pk),Office Corp,2,7.05,30.18,School PO
2023-08-18 21:00:00,Eraser,Walk-in,100,24.2,993.63,School PO
2023-08-18 22:00:00,Stapler,Teacher,500,14.51,312.26,Card
2023-08-18 23:00:00,A4 Paper Ream,Walk-in,1,4.9,713.5,School PO
2023-08-19 00:00:00,Geometry Box,Walk-in,1,21.29,882.13,Card
2023-08-19 01:00:00,A4 Paper Ream,Walk-in,1,6.29,1012.14,Card
2023-08-19 02:00:00,Eraser,Walk-in,1,5.23,1432.84,School PO
2023-08-19 03:00:00,Eraser,School Bulk,2,7.71,45.78,School PO
2023-08-19 04:00:00,A4 Paper Ream,Walk-in,1,6.67,417.32,Cash
2023-08-19 05:00:00,Binders (10pk),Walk-in,1,20.97,743.98,School PO
2023-08-19 06:00:00,Binders (10pk),Walk-in,1,10.12,221.36,Card
2023-08-19 07:00:00,Binders (10pk),Walk-in,1,0.28,458.63,Cash
2023-08-19 08:00:00,Geometry Box,Walk-in,50,9.41,218.75,Cash
2023-08-19 09:00:00,Stapler,Walk-in,2,10.52,684.01,Card
2023-08-19 10:00:00,Binders (10pk),Office Corp,2,9.47,366.78,Cash
2023-08-19 11:00:00,Geometry Box,Office Corp,2,2.15,523.98,Cash
2023-08-19 12:00:00,Eraser,Walk-in,500,6.8,1256.62,School PO
2023-08-19 13:00:00,Gel Pen (Black),Teacher,1,20.04,795.65,Card
2023-08-19 14:00:00,Gel Pen (Black),Walk-in,50,20.63,619.96,Cash
2023-08-19 15:00:00,Stapler,Office Corp,500,21.1,1170.98,Cash
2023-08-19 16:00:00,Geometry Box,Walk-in,1,19.34,231.11,Card
2023-08-19 17:00:00,A4 Paper Ream,Office Corp,500,6.09,620.11,School PO
2023-08-19 18:00:00,Geometry Box,School Bulk,1,9.99,327.02,School PO
2023-08-19 19:00:00,A4 Paper Ream,Walk-in,2,9.6,873.69,School PO
2023-08-19 20:00:00,Eraser,Walk-in,1,21.97,386.07,School PO
2023-08-19 21:00:00,Binders (10pk),Walk-in,1,14.5,216.16,School PO
2023-08-19 22:00:00,Geometry Box,Teacher,1,14.13,629.27,Card
2023-08-19 23:00:00,Gel Pen (Black),Walk-in,100,2.45,1088.23,Cash
2023-08-20 00:00:00,Eraser,Teacher,1,8.33,567.16,Card
2023-08-20 01:00:00,Gel Pen (Black),Teacher,2,15.9,1120.03,Card
2023-08-20 02:00:00,Gel Pen (Black),Walk-in,2,19.58,241.74,School PO
2023-08-20 03:00:00,Eraser,Office Corp,1,9.44,214.63,Card
2023-08-20 04:00:00,A4 Paper Ream,Walk-in,500,20.11,1115.98,Cash
2023-08-20 05:00:00,Stapler,School Bulk,1,22.28,289.26,Card
2023-08-20 06:00:00,Eraser,School Bulk,1,24.35,84.76,School PO
2023-08-20 07:00:00,A4 Paper Ream,Walk-in,50,18.13,564.14,School PO
2023-08-20 08:00:00,Stapler,Office Corp,1,6.15,736.41,School PO
2023-08-20 09:00:00,A4 Paper Ream,Walk-in,1,21.67,1139.41,School PO
2023-08-20 10:00:00,Eraser,School Bulk,1,9.73,47.81,Cash
2023-08-20 11:00:00,Geometry Box,Walk-in,1,23.58,759.55,Cash
2023-08-20 12:00:00,Stapler,Walk-in,1,11.17,316.15,Cash
2023-08-20 13:00:00,Geometry Box,Office Corp,1,14.29,1356.48,Card
2023-08-20 14:00:00,Geometry Box,Walk-in,1,9.0,598.7,Card
2023-08-20 15:00:00,A4 Paper Ream,Walk-in,1,5.76,1209.13,School PO
2023-08-20 16:00:00,Gel Pen (Black),Walk-in,50,14.59,1119.12,Cash
2023-08-20 17:00:00,Eraser,School Bulk,1,2.87,932.76,Cash
2023-08-20 18:00:00,A4 Paper Ream,Walk-in,50,12.58,649.11,School PO
2023-08-20 19:00:00,Geometry Box,Office Corp,5,19.56,1118.4,Cash
2023-08-20 20:00:00,Stapler,Walk-in,50,7.36,1311.26,School PO
2023-08-20 21:00:00,Geometry Box,Walk-in,500,17.22,461.03,Cash
2023-08-20 22:00:00,Gel Pen (Black),Walk-in,500,7.94,466.53,School PO
2023-08-20 23:00:00,Gel Pen (Black),School Bulk,1,6.79,1126.11,Card
2023-08-21 00:00:00,Stapler,Walk-in,1,12.0,709.41,Card
2023-08-21 01:00:00,Eraser,Walk-in,2,0.71,340.22,Cash
2023-08-21 02:00:00,Eraser,School Bulk,2,8.47,674.69,School PO
2023-08-21 03:00:00,Binders (10pk),Walk-in,50,22.17,1173.01,School PO
2023-08-21 04:00:00,A4 Paper Ream,Office Corp,1,13.66,580.2,Card
2023-08-21 05:00:00,A4 Paper Ream,Walk-in,2,18.27,285.5,Cash
2023-08-21 06:00:00,Gel Pen (Black),Office Corp,1,19.15,273.84,Cash
2023-08-21 07:00:00,A4 Paper Ream,School Bulk,1,22.35,531.33,School PO
2023-08-21 08:00:00,Geometry Box,Walk-in,500,16.3,239.04,Cash
2023-08-21 09:00:00,Geometry Box,Walk-in,50,13.77,647.32,Cash
2023-08-21 10:00:00,A4 Paper Ream,Office Corp,50,19.9,1393.35,School PO
2023-08-21 11:00:00,Geometry Box,Walk-in,1,21.54,269.36,School PO
2023-08-21 12:00:00,A4 Paper Ream,Walk-in,1,20.85,1291.82,School PO
2023-08-21 13:00:00,Gel Pen (Black),Office Corp,1,9.71,896.71,Cash
2023-08-21 14:00:00,Geometry Box,Office Corp,2,5.47,221.79,Card
2023-08-21 15:00:00,Stapler,Walk-in,1,24.8,919.43,Card
2023-08-21 16:00:00,Gel Pen (Black),Walk-in,500,0.72,600.15,Card
2023-08-21 17:00:00,A4 Paper Ream,Walk-in,5,13.65,1167.86,School PO
2023-08-21 18:00:00,Eraser,Walk-in,50,23.07,487.11,Card
2023-08-21 19:00:00,Eraser,Walk-in,2,5.29,148.51,Cash
2023-08-21 20:00:00,Stapler,Walk-in,100,11.42,154.98,Card
2023-08-21 21:00:00,A4 Paper Ream,Office Corp,2,8.95,724.51,Card
2023-08-21 22:00:00,Binders (10pk),Walk-in,1,12.16,1021.77,School PO
2023-08-21 23:00:00,A4 Paper Ream,Walk-in,1,16.59,907.42,Card
2023-08-22 00:00:00,Geometry Box,Teacher,2,14.01,241.02,Cash
2023-08-22 01:00:00,A4 Paper Ream,School Bulk,1,22.51,1370.63,School PO
2023-08-22 02:00:00,A4 Paper Ream,Walk-in,1,0.47,970.25,Card
2023-08-22 03:00:00,Eraser,Walk-in,1,7.39,10.95,School PO
2023-08-22 04:00:00,Gel Pen (Black),School Bulk,2,4.4,341.97,Cash
2023-08-22 05:00:00,Stapler,Walk-in,100,0.42,710.34,Cash
2023-08-22 06:00:00,Geometry Box,Office Corp,100,6.64,1055.79,Card
2023-08-22 07:00:00,Geometry Box,Walk-in,1,0.33,1369.4,School PO
2023-08-22 08:00:00,Binders (10pk),Office Corp,1,2.62,542.39,Cash
2023-08-22 09:00:00,Eraser,School Bulk,50,20.14,1141.29,Card
2023-08-22 10:00:00,Eraser,Walk-in,1,21.84,789.28,Cash
2023-08-22 11:00:00,Binders (10pk),Teacher,1,8.31,901.64,School PO
2023-08-22 12:00:00,A4 Paper Ream,Walk-in,2,13.02,458.02,Cash
2023-08-22 13:00:00,Eraser,Walk-in,1,6.38,1057.01,Card
2023-08-22 14:00:00,Gel Pen (Black),Walk-in,1,22.0,1399.81,School PO
2023-08-22 15:00:00,Geometry Box,Office Corp,2,19.27,752.99,Card
2023-08-22 16:00:00,Eraser,School Bulk,1,12.35,594.36,School PO
2023-08-22 17:00:00,Stapler,Walk-in,2,9.83,494.33,Cash
2023-08-22 18:00:00,A4 Paper Ream,School Bulk,5,20.14,1301.13,Cash
2023-08-22 19:00:00,A4 Paper Ream,School Bulk,1,16.33,1262.99,School PO
2023-08-22 20:00:00,Geometry Box,Walk-in,2,5.46,972.63,Cash
2023-08-22 21:00:00,Gel Pen (Black),Walk-in,1,23.29,377.05,Card
2023-08-22 22:00:00,A4 Paper Ream,Walk-in,1,10.62,955.1,Card
2023-08-22 23:00:00,A4 Paper Ream,Walk-in,1,12.17,850.65,Cash
2023-08-23 00:00:00,Gel Pen (Black),Walk-in,50,17.22,271.74,Cash
2023-08-23 01:00:00,Gel Pen (Black),Walk-in,1,14.68,1223.1,Cash
2023-08-23 02:00:00,Gel Pen (Black),Teacher,2,16.83,1063.34,Cash
2023-08-23 03:00:00,A4 Paper Ream,Walk-in,2,16.56,622.79,Card
2023-08-23 04:00:00,Stapler,Walk-in,2,9.45,774.39,School PO
2023-08-23 05:00:00,Stapler,Walk-in,2,1.11,1343.22,Card
2023-08-23 06:00:00,Eraser,Walk-in,500,4.05,834.77,Card
2023-08-23 07:00:00,Gel Pen (Black),Walk-in,2,7.39,1427.84,Cash
2023-08-23 08:00:00,Stapler,Walk-in,2,16.24,134.74,School PO
2023-08-23 09:00:00,Gel Pen (Black),Walk-in,1,16.22,508.49,Card
2023-08-23 10:00:00,Geometry Box,Teacher,2,8.28,918.26,Card
2023-08-23 11:00:00,Gel Pen (Black),School Bulk,500,5.9,30.89,School PO
2023-08-23 12:00:00,A4 Paper Ream,Walk-in,1,8.45,1184.83,School PO
2023-08-23 13:00:00,Gel Pen (Black),School Bulk,1,3.46,643.35,Card
2023-08-23 14:00:00,Geometry Box,Teacher,1,11.49,340.05,Card
2023-08-23 15:00:00,A4 Paper Ream,Walk-in,1,19.4,1000.21,Cash
2023-08-23 16:00:00,Eraser,Walk-in,1,20.08,417.04,School PO
2023-08-23 17:00:00,Binders (10pk),Walk-in,500,24.01,534.22,Card
2023-08-23 18:00:00,A4 Paper Ream,Walk-in,1,10.0,1141.19,Cash
2023-08-23 19:00:00,Eraser,School Bulk,2,2.18,954.99,Card
2023-08-23 20:00:00,Stapler,Walk-in,2,17.15,894.14,Card
2023-08-23 21:00:00,Eraser,School Bulk,2,12.22,974.23,Card
2023-08-23 22:00:00,Binders (10pk),Walk-in,100,11.48,380.71,Card
2023-08-23 23:00:00,A4 Paper Ream,School Bulk,5,20.01,585.39,Cash
2023-08-24 00:00:00,Stapler,Walk-in,1,19.56,695.29,Card
2023-08-24 01:00:00,Geometry Box,Walk-in,1,22.25,1341.08,School PO
2023-08-24 02:00:00,Binders (10pk),School Bulk,2,9.7,982.74,School PO
2023-08-24 03:00:00,Binders (10pk),Walk-in,50,6.16,699.21,School PO
2023-08-24 04:00:00,Eraser,Teacher,1,21.01,57.37,Cash
2023-08-24 05:00:00,Eraser,School Bulk,1,21.2,1169.07,School PO
2023-08-24 06:00:00,Binders (10pk),School Bulk,1,4.1,1000.11,Cash
2023-08-24 07:00:00,Eraser,Walk-in,5,9.51,930.82,School PO
2023-08-24 08:00:00,Eraser,Walk-in,1,13.28,772.41,Cash
2023-08-24 09:00:00,Gel Pen (Black),Walk-in,50,6.5,373.76,Card
2023-08-24 10:00:00,Gel Pen (Black),Office Corp,50,16.04,1404.16,Card
2023-08-24 11:00:00,Binders (10pk),Walk-in,2,19.13,84.83,Card
2023-08-24 12:00:00,Eraser,School Bulk,1,3.0,368.24,Card
2023-08-24 13:00:00,Stapler,Walk-in,1,11.47,77.14,Cash
2023-08-24 14:00:00,Geometry Box,Walk-in,1,4.26,980.57,School PO
2023-08-24 15:00:00,A4 Paper Ream,School Bulk,5,11.77,250.31,Card
2023-08-24 16:00:00,Stapler,Walk-in,50,4.86,1348.18,Cash
2023-08-24 17:00:00,Gel Pen (Black),Walk-in,1,5.3,1307.09,Card
2023-08-24 18:00:00,Geometry Box,Walk-in,2,16.0,988.82,Card
2023-08-24 19:00:00,Eraser,Walk-in,50,5.35,293.65,Cash
2023-08-24 20:00:00,Stapler,Walk-in,2,10.04,658.07,Cash
2023-08-24 21:00:00,A4 Paper Ream,Walk-in,2,19.78,438.91,School PO
2023-08-24 22:00:00,Gel Pen (Black),Office Corp,1,20.47,948.09,School PO
2023-08-24 23:00:00,Eraser,Teacher,2,1.53,595.97,Card
2023-08-25 00:00:00,Stapler,Walk-in,5,9.78,1194.21,Cash
2023-08-25 01:00:00,Binders (10pk),School Bulk,50,11.57,1097.73,Card
2023-08-25 02:00:00,Gel Pen (Black),School Bulk,2,1.42,244.23,Cash
2023-08-25 03:00:00,Stapler,School Bulk,2,14.27,543.11,Cash
2023-08-25 04:00:00,Binders (10pk),Walk-in,1,10.26,604.15,Card
2023-08-25 05:00:00,Stapler,Walk-in,50,23.22,1371.18,Card
2023-08-25 06:00:00,Gel Pen (Black),Office Corp,1,15.71,1123.4,School PO
2023-08-25 07:00:00,Geometry Box,Office Corp,5,24.57,1284.12,Card
2023-08-25 08:00:00,A4 Paper Ream,Walk-in,50,6.7,726.47,Card
2023-08-25 09:00:00,Binders (10pk),Walk-in,1,6.56,357.89,Cash
2023-08-25 10:00:00,Stapler,Walk-in,1,4.01,122.71,Card
2023-08-25 11:00:00,A4 Paper Ream,Office Corp,500,15.46,813.24,Cash
2023-08-25 12:00:00,Gel Pen (Black),Office Corp,2,11.38,459.22,Cash
2023-08-25 13:00:00,Binders (10pk),School Bulk,100,23.05,1028.45,School PO
2023-08-25 14:00:00,Eraser,Teacher,1,14.83,719.87,School PO
2023-08-25 15:00:00,Geometry Box,Walk-in,500,1.89,309.52,Cash
2023-08-25 16:00:00,Eraser,Walk-in,2,1.52,832.75,School PO
2023-08-25 17:00:00,Gel Pen (Black),Walk-in,5,17.1,1153.3,Cash
2023-08-25 18:00:00,Gel Pen (Black),Walk-in,1,8.58,692.18,School PO
2023-08-25 19:00:00,Eraser,Teacher,1,20.72,400.02,Card
2023-08-25 20:00:00,A4 Paper Ream,Teacher,1,7.86,1428.61,School PO
2023-08-25 21:00:00,Gel Pen (Black),Walk-in,5,14.7,229.56,Card
2023-08-25 22:00:00,Binders (10pk),Walk-in,100,15.26,1499.87,Card
2023-08-25 23:00:00,Geometry Box,Teacher,1,12.21,759.11,Card
2023-08-26 00:00:00,Gel Pen (Black),Walk-in,1,18.5,1330.13,School PO
2023-08-26 01:00:00,Stapler,Office Corp,50,5.35,182.38,School PO
2023-08-26 02:00:00,Binders (10pk),School Bulk,1,13.48,1315.64,Cash
2023-08-26 03:00:00,A4 Paper Ream,Walk-in,2,8.61,288.42,Card
2023-08-26 04:00:00,Gel Pen (Black),Walk-in,1,7.17,1157.58,Cash
2023-08-26 05:00:00,Stapler,Walk-in,1,8.41,1077.79,Card
2023-08-26 06:00:00,Eraser,School Bulk,1,8.47,1196.4,School PO
2023-08-26 07:00:00,A4 Paper Ream,Office Corp,1,5.45,793.69,Cash
2023-08-26 08:00:00,Stapler,School Bulk,1,13.74,151.92,School PO
2023-08-26 09:00:00,Binders (10pk),Office Corp,50,4.47,827.54,School PO
2023-08-26 10:00:00,Binders (10pk),Office Corp,1,5.95,1005.21,Card
2023-08-26 11:00:00,Stapler,School Bulk,1,15.86,129.87,School PO
2023-08-26 12:00:00,Gel Pen (Black),School Bulk,50,7.87,941.88,School PO
2023-08-26 13:00:00,Eraser,Walk-in,1,20.28,942.97,Card
2023-08-26 14:00:00,Binders (10pk),Walk-in,2,15.29,198.22,Cash
2023-08-26 15:00:00,Eraser,Walk-in,50,20.82,1399.77,Cash
2023-08-26 16:00:00,Eraser,School Bulk,50,13.61,1159.46,School PO
2023-08-26 17:00:00,Eraser,Walk-in,1,22.37,1176.65,Cash
2023-08-26 18:00:00,Gel Pen (Black),Walk-in,1,24.46,765.79,School PO
2023-08-26 19:00:00,Stapler,Walk-in,1,21.26,657.46,Card
2023-08-26 20:00:00,Eraser,Walk-in,1,9.43,214.95,School PO
2023-08-26 21:00:00,Gel Pen (Black),Walk-in,1,12.69,1064.15,Card
2023-08-26 22:00:00,Geometry Box,Walk-in,2,22.36,968.45,Cash
2023-08-26 23:00:00,Eraser,Walk-in,1,13.28,946.33,Cash
2023-08-27 00:00:00,Gel Pen (Black),Walk-in,1,11.8,1012.05,School PO
2023-08-27 01:00:00,Binders (10pk),Office Corp,500,7.33,881.47,Card
2023-08-27 02:00:00,Binders (10pk),Teacher,1,12.59,98.99,Cash
2023-08-27 03:00:00,Stapler,School Bulk,1,8.03,696.68,School PO
2023-08-27 04:00:00,Gel Pen (Black),Walk-in,5,9.39,1129.55,Card
2023-08-27 05:00:00,Binders (10pk),Walk-in,1,20.69,1429.39,Card
2023-08-27 06:00:00,Geometry Box,School Bulk,2,5.32,196.12,Cash
2023-08-27 07:00:00,Eraser,School Bulk,1,5.84,1213.05,Card
2023-08-27 08:00:00,Stapler,Walk-in,100,22.18,1498.1,Card
2023-08-27 09:00:00,Eraser,Walk-in,5,7.6,565.07,Card
2023-08-27 10:00:00,Gel Pen (Black),Walk-in,1,2.27,777.03,Cash
2023-08-27 11:00:00,Binders (10pk),Walk-in,100,14.69,137.81,Cash
2023-08-27 12:00:00,Geometry Box,Walk-in,1,16.96,1442.81,Card
2023-08-27 13:00:00,Gel Pen (Black),Walk-in,1,10.62,1438.04,School PO
2023-08-27 14:00:00,Binders (10pk),Walk-in,1,1.22,1056.31,School PO
2023-08-27 15:00:00,Stapler,Office Corp,1,6.25,568.24,School PO
2023-08-27 16:00:00,Geometry Box,Walk-in,500,11.61,289.51,Cash
2023-08-27 17:00:00,Gel Pen (Black),Teacher,1,23.51,436.89,Cash
2023-08-27 18:00:00,Geometry Box,Walk-in,2,17.39,296.86,Card
2023-08-27 19:00:00,Geometry Box,Walk-in,50,12.58,1188.8,Cash
2023-08-27 20:00:00,Geometry Box,Walk-in,1,1.91,704.99,Card
2023-08-27 21:00:00,Geometry Box,Office Corp,50,13.23,696.94,Cash
2023-08-27 22:00:00,A4 Paper Ream,Walk-in,100,18.6,945.25,School PO
2023-08-27 23:00:00,Geometry Box,Walk-in,1,15.19,524.13,School PO
2023-08-28 00:00:00,Geometry Box,Office Corp,1,10.76,59.81,Cash
2023-08-28 01:00:00,Eraser,Walk-in,2,22.54,97.65,Cash
2023-08-28 02:00:00,Binders (10pk),Walk-in,1,7.69,810.38,Card
2023-08-28 03:00:00,Gel Pen (Black),Walk-in,50,12.25,222.53,Cash
2023-08-28 04:00:00,Gel Pen (Black),School Bulk,1,8.39,444.15,Card
2023-08-28 05:00:00,Stapler,Walk-in,1,4.1,624.99,Cash
2023-08-28 06:00:00,Gel Pen (Black),School Bulk,1,6.75,1426.89,School PO
2023-08-28 07:00:00,Geometry Box,Office Corp,2,0.59,444.64,Card
2023-08-28 08:00:00,Binders (10pk),Office Corp,2,18.72,633.06,Card
2023-08-28 09:00:00,A4 Paper Ream,School Bulk,1,18.94,1368.92,School PO
2023-08-28 10:00:00,Gel Pen (Black),Walk-in,1,21.87,665.12,Cash
2023-08-28 11:00:00,Eraser,Walk-in,2,13.86,1374.25,School PO
2023-08-28 12:00:00,A4 Paper Ream,School Bulk,1,14.53,853.13,Card
2023-08-28 13:00:00,Gel Pen (Black),Walk-in,1,12.3,953.59,Cash
2023-08-28 14:00:00,Gel Pen (Black),Walk-in,2,15.28,15.51,Card
2023-08-28 15:00:00,Stapler,School Bulk,2,17.41,1332.06,School PO
2023-08-28 16:00:00,Binders (10pk),Walk-in,1,10.55,453.66,Cash
2023-08-28 17:00:00,Stapler,Office Corp,500,2.85,965.53,Cash
2023-08-28 18:00:00,Stapler,Walk-in,1,24.09,1325.76,Card
2023-08-28 19:00:00,Geometry Box,Office Corp,50,6.49,418.85,Card
2023-08-28 20:00:00,A4 Paper Ream,School Bulk,50,19.91,169.73,Card
2023-08-28 21:00:00,A4 Paper Ream,Walk-in,100,9.73,792.56,School PO
2023-08-28 22:00:00,Geometry Box,School Bulk,1,4.71,528.25,Card
2023-08-28 23:00:00,Geometry Box,Walk-in,50,6.29,1053.57,Cash
2023-08-29 00:00:00,A4 Paper Ream,Office Corp,5,9.75,460.8,School PO
2023-08-29 01:00:00,Geometry Box,Walk-in,2,12.21,946.55,Cash
2023-08-29 02:00:00,Gel Pen (Black),Walk-in,1,15.48,593.45,School PO
2023-08-29 03:00:00,Stapler,Walk-in,1,22.55,79.39,School PO
2023-08-29 04:00:00,Eraser,School Bulk,1,0.96,449.28,Cash
2023-08-29 05:00:00,Geometry Box,Walk-in,1,22.93,926.02,School PO
2023-08-29 06:00:00,Stapler,Walk-in,1,19.09,1457.17,Card
2023-08-29 07:00:00,Geometry Box,Walk-in,500,8.83,1444.22,School PO
2023-08-29 08:00:00,A4 Paper Ream,School Bulk,1,14.43,943.93,Card
2023-08-29 09:00:00,Gel Pen (Black),Office Corp,1,1.73,1499.04,Cash
2023-08-29 10:00:00,Eraser,Walk-in,1,6.29,706.41,School PO
2023-08-29 11:00:00,A4 Paper Ream,School Bulk,1,12.81,1151.95,Card
2023-08-29 12:00:00,A4 Paper Ream,Walk-in,1,21.34,229.36,Card
2023-08-29 13:00:00,Eraser,Teacher,500,1.99,227.77,Cash
2023-08-29 14:00:00,Gel Pen (Black),Walk-in,1,3.32,663.1,School PO
2023-08-29 15:00:00,Stapler,Walk-in,2,11.41,202.11,Card
